,position,country,name,club,boots,age,height,ACL
8007,Goalkeeper,France,Kayne Bonnevie,,Nike Mercurial Superfly 8 Elite,23,191,0
8008,Midfielder,Morocco,Kays Ruiz-Atil,,Puma Future 7 Ultimate,22,177,0
8009,Forward,England,Kazaiah Sterling,,,25,175,0
8010,Midfielder,-,Kazenga LuaLua,,,33,180,0
8011,Defender,Turkey,Kazımcan Karataş,,Puma Ultra 1.4,21,182,0
8012,Midfielder,Japan,Kazuki Nagasawa,,adidas Predator Elite,32,173,0
8013,Forward,South Africa,Keagan Dolly,,Nike Mercurial Superfly 9 Elite,31,170,0
8014,Defender,England,Kean Bryan,,Nike Phantom VNM Elite,27,185,0
8015,Midfielder,England,Keanan Bennetts,,Nike Mercurial Superfly 8 Elite,25,181,0
8016,Forward,England,Keane Lewis-Potter,Brentford FC,Nike Mercurial Vapor 15 Elite,23,170,0
8017,Midfielder,Australia,Keanu Baccus,,Nike Mercurial Vapor 15 Elite,26,178,0
8018,Midfielder,Germany,Keanu Staude,,,27,176,0
8019,Midfielder,United States,Keaton Parks,,,27,193,0
8020,Forward,-,Kebba Badjie,,,25,179,0
8021,Forward,Sierra Leone,Kei Kamara,,adidas X Crazyfast Elite LL,40,188,0
8022,Midfielder,Albania,Keidi Bare,,adidas Predator Accuracy.1 L,27,174,0
8023,Forward,Japan,Kein Sato,,,23,178,0
8024,Forward,England,Keinan Davis,Udinese Calcio,Nike Mercurial Vapor 14 Elite,26,189,0
8025,Goalkeeper,Ireland,Keiren Westwood,,adidas Predator Elite,39,188,0
8026,Midfielder,Japan,Keisuke Honda,,Mizuno Rebula 2 V1,38,182,0
8027,Forward,Senegal,Keita Baldé,,Nike Mercurial Vapor 15 Elite,29,178,0
8028,Midfielder,Japan,Keita Endo,,adidas X Crazyfast Elite,26,175,0
8029,Forward,Japan,Keito Nakamura,Stade de Reims,Nike Mercurial Vapor 15 Elite,24,180,0
8030,Forward,Germany,Keke Topp,SV Werder Bremen,Nike Mercurial Superfly 9 Elite,20,192,0
8031,Forward,Spain,Keko Gontán,,Nike Mercurial Superfly 9 Elite,32,172,0
8032,Forward,Nigeria,Kelechi Iheanacho,Sevilla FC,Nike Mercurial Vapor 15 Elite,27,185,0
8033,Midfielder,Nigeria,Kelechi Nwakali,,Nike Mercurial Vapor 15 Elite,26,185,0
8034,Forward,France,Kelian Nsona,,Nike Mercurial Vapor 15 Elite,22,190,0
8035,Defender,England,Kell Watts,,Nike Phantom VNM Elite,24,192,0
8036,Midfielder,United States,Kellyn Acosta,,Nike Tiempo Legend 9 Elite,29,177,0
8037,Forward,Brazil,Kelvin,,Nike Mercurial Superfly 9 Elite,31,175,0
8038,Defender,France,Kelvin Amian,FC Nantes,Puma Future 7 Ultimate,26,180,0
8039,Midfielder,Ghana,Kelvin Ofori,,,23,172,0
8040,Forward,Italy,Kelvin Yeboah,,Puma Ultra Ultimate,24,185,0
8041,Defender,France,Kelyan Guessoum,,Puma Future 7 Ultimate,25,176,0
8042,Midfielder,United States,Kelyn Rowe,,adidas Predator Elite,32,173,0
8043,Defender,Jamaica,Kemar Lawrence,,Nike Mercurial Superfly,31,177,0
8044,Forward,Jamaica,Kemar Roofe,,adidas Predator Elite FT,31,178,0
8045,Midfielder,France,Kemehlo Nguena,,,24,183,0
8046,Defender,Germany,Ken Gipson,,,28,178,0
8047,Defender,Germany,Ken Reichel,,adidas X Crazyfast Elite,37,184,0
8048,Forward,Sweden,Ken Sema,Watford,Nike Mercurial Vapor 15 Elite,30,180,0
8049,Forward,Turkey,Kenan Karaman,Schalke 04,adidas X Crazyfast Elite,30,189,0
8050,Forward,-,Kenan Kodro,,Nike Mercurial Vapor XIII Elite Tech Craft,31,188,0
8051,Goalkeeper,-,Kenan Piric,,,30,192,0
8052,Forward,Turkey,Kenan Yıldız,Juventus,adidas F50 Elite,19,187,0
8053,Defender,Costa Rica,Kendall Waston,,New Balance Furon Pro v7+,36,196,0
8054,Forward,Brazil,Kenedy,Real Valladolid,adidas F50 X Ghosted Adizero,28,180,0
8055,Forward,Japan,Kengo Kawamata,,,34,184,0
8056,Midfielder,Curaçao,Kenji Gorré,,Nike Hypervenom Phantom III Elite,29,178,0
8057,Defender,Madagascar,Kenji-Van Boto,,Puma Ultra Ultimate,28,183,0
8058,Defender,Costa Rica,Kenner Gutiérrez,,adidas Predator 18.1,35,178,0
8059,Defender,Nigeria,Kenneth Omeruo,,Nike Tiempo Legend 10 Elite,30,185,0
8060,Defender,-,Kenneth Paal,Queens Park Rangers,adidas X Crazyfast Elite,27,174,0
8061,Defender,Germany,Kenneth Schmidt,SC Freiburg,Puma Ultra Ultimate,22,187,0
8062,Midfielder,Netherlands,Kenneth Taylor,Ajax Amsterdam,Nike Mercurial Vapor 15 Elite,22,182,0
8063,Goalkeeper,Netherlands,Kenneth Vermeer,,Nike Tiempo Legend 10 Elite,38,182,0
8064,Forward,Denmark,Kenneth Zohore,,Nike Mercurial Vapor 15 Elite,30,190,0
8065,Midfielder,United States,Kenney Walker,,adidas Predator Elite,35,175,0
8066,Midfielder,Australia,Kenny Dougall,,,31,182,0
8067,Defender,France,Kenny Lala,Stade Brestois 29,Puma Future 7 Ultimate,32,178,0
8068,Midfielder,Scotland,Kenny McLean,Norwich City,adidas Copa Pure 2 Elite,32,180,0
8069,Forward,France,Kenny Nagera,,Puma Ultra Ultimate,22,177,0
8070,Midfielder,Cape Verde,Kenny Rocha Santos,,,24,174,0
8071,Midfielder,United States,Kenny Saief,,Nike Mercurial Superfly 9 Elite,30,176,0
8072,Defender,Netherlands,Kenny Tete,Fulham,adidas Copa Pure 2 Elite,28,180,0
8073,Midfielder,Japan,Kento Misao,,Nike Tiempo Legend VII Elite,28,181,0
8074,Forward,Trinidad and Tobago,Kenwyne Jones,,Nike Phantom GX 2 Elite,39,187,0
8075,Forward,Japan,Kenyu Sugimoto,,Nike Phantom GX 2 Elite,31,187,0
8076,Goalkeeper,Spain,Kepa Arrizabalaga,Bournemouth,adidas X Crazyfast Elite,29,188,0
8077,Forward,Turkey,Kerem Aktürkoğlu,SL Benfica,Nike Mercurial Vapor 15 Elite,25,173,0
8078,Forward,Turkey,Kerem Caliskan,,Nike Mercurial Vapor X Elite,26,180,0
8079,Midfielder,Germany,Kerem Demirbay,Galatasaray,Puma Ultra Ultimate,31,183,0
8080,Defender,Turkey,Kerem Kalafat,,Nike Mercurial Vapor XIII Elite,23,176,0
8081,Defender,Germany,Kerim Calhanoglu,SpVgg Greuther Fürth,Nike Mercurial Superfly 8 Elite,22,180,0
8082,Forward,Turkey,Kerim Frei,,Nike Mercurial Vapor 15 Elite,30,171,0
8083,Defender,France,Kerjean,,Nike Phantom GX 2 Elite,29,184,0
8084,Forward,South Africa,Kermit Erasmus,,,34,167,0
8085,Midfielder,Scotland,Kerr McInroy,,adidas Copa Pure 2 Elite,24,180,0
8086,Forward,Haiti,Kervens Belfort,,,32,184,0
8087,Forward,England,Keshi Anderson,,,29,175,0
8088,Defender,Trinidad and Tobago,Keston Julien,,Nike Mercurial Vapor 14 Elite,25,181,0
8089,Midfielder,South Korea,Keun-ho Lee,,,39,176,0
8090,Defender,Germany,Keven Schlotterbeck,FC Augsburg,adidas X Crazyfast Elite,27,189,0
8091,Forward,Brazil,Kevin,Shakhtar Donetsk,,21,176,0
8092,Midfielder,Colombia,Kevin Agudelo,,adidas X Crazyfast Elite LL,25,178,0
8093,Defender,Nigeria,Kevin Akpoguma,1899 Hoffenheim,Nike Mercurial Superfly 9 Elite,29,192,0
8094,Defender,United States,Kevin Alston,,adidas X Crazyfast Elite,36,173,0
8095,Defender,Mexico,Kevin Álvarez,,adidas X Crazyfast Elite LL,25,176,0
8096,Midfielder,France,Kévin Anin,,adidas X Crazyfast Elite,38,189,0
8097,Forward,Germany,Kevin Behrens,VfL Wolfsburg,adidas X Crazyfast+,33,185,0
8098,Forward,France,Kevin Bemanga,,Nike Mercurial Vapor 15 Elite,26,175,0
8099,Forward,France,Kévin Bérigaud,,adidas Predator Elite,40,178,0
8100,Defender,Togo,Kévin Boma,,Nike Phantom GX 2 Elite,21,187,0
8101,Defender,Italy,Kevin Bonifazi,US Lecce,Nike Mercurial Vapor XIII Elite,28,187,0
8102,Goalkeeper,Costa Rica,Kevin Briceño,,,32,186,0
8103,Forward,Switzerland,Kevin Bua,,Nike Hypervenom Phantom III Elite,31,180,0
8104,Forward,Italy,Kevin Cannavò,,,24,183,0
8105,Defender,Guinea,Kévin Constant,,adidas Predator Elite,37,184,0
8106,Midfielder,France,Kévin Danois,AJ Auxerre,Nike Mercurial Vapor 15 Elite,20,172,0
8107,Defender,Austria,Kevin Danso,RC Lens,Puma Future 7 Ultimate,25,190,0
8108,Midfielder,Belgium,Kevin De Bruyne,Manchester City,Nike Phantom Luna 2 Elite,33,181,0
8109,Forward,Togo,Kévin Denkey,,adidas Nemeziz.1,23,181,0
8110,Defender,Netherlands,Kevin Diks,FC Copenhagen,Nike Mercurial Vapor 15 Elite,27,186,0
8111,Forward,Ireland,Kevin Doyle,,Nike Tiempo Legend 10 Elite,40,180,0
8112,Forward,France,Kévin Fortuné,,,35,182,0
8113,Forward,France,Kévin Gameiro,,Puma Ultra Ultimate,37,172,0
8114,Defender,Germany,Kevin Goden,,,25,183,0
8115,Defender,Senegal,Kévin Gomis,,Nike Phantom GX 2 Elite,35,186,0
8116,Midfielder,Germany,Kevin Großkreutz,,Puma Ultra 1.1,36,186,0
8117,Defender,Albania,Kevin Haveri,,,22,191,0
8118,Midfielder,Germany,Kevin Holzweiler,,adidas X Crazyfast Elite,29,164,0
8119,Goalkeeper,Denmark,Kevin Jörgensen,,,37,184,0
8120,Midfielder,Slovenia,Kevin Kampl,RB Leipzig,adidas F50 Elite,33,178,0
8121,Defender,Cameroon,Kévin Keben,Watford,Puma Future 7 Ultimate,20,187,0
8122,Forward,Venezuela,Kevin Kelsy,,,20,193,0
8123,Forward,Congo Dr,Kevin Koubemba,,,31,192,0
8124,Midfielder,Germany,Kevin Kratz,,adidas X Crazyfast Elite,37,173,0
8125,Forward,Germany,Kevin Kuranyi,,Nike Hypervenom Phinish,42,190,0
8126,Defender,Haiti,Kevin Lafrance,,Nike Phantom GX 2 Elite,34,186,0
8127,Forward,Italy,Kevin Lasagna,,Puma Ultra Ultimate,32,186,0
8128,Midfielder,France,Kévin Lejeune,,Nike Phantom GX 2 Elite,39,181,0
8129,Midfielder,Italy,Kevin Leone,,,19,182,0
8130,Defender,Ireland,Kevin Long,,Nike Mercurial Superfly 9 Elite,34,188,0
8131,Defender,France,Kévin Malcuit,,adidas X Crazyfast Elite LL,33,178,0
8132,Forward,France,Kévin Mayi,,,31,182,0
8133,Defender,Switzerland,Kevin Mbabu,FC Midtjylland,Puma Ultra Ultimate,29,184,0
8134,Midfielder,Scotland,Kevin McDonald,,Nike Phantom GX 2 Elite,35,192,0
8135,Defender,Scotland,Kevin McNaughton,,Nike Phantom GX 2 Elite,42,178,0
8136,Defender,Colombia,Kevin Medina,Qarabağ FK,Nike Phantom GX Elite,31,184,0
8137,Forward,Uruguay,Kevin Méndez,,,28,174,0
8138,Forward,Belgium,Kevin Mirallas,,adidas X Crazyfast Elite,36,178,0
8139,Defender,Italy,Kevin Miranda,US Sassuolo,,21,188,0
8140,Midfielder,Germany,Kevin Möhwald,,Nike Mercurial Vapor 15 Elite,31,182,0
8141,Forward,Rwanda,Kévin Monnet-Paquet,,adidas X Crazyfast Elite,36,184,0
8142,Goalkeeper,Germany,Kevin Müller,1. FC Heidenheim 1846,adidas Predator Elite,33,190,0
8143,Midfielder,France,Kévin N'Doram,,Nike Phantom GX 2 Elite,28,184,0
8144,Forward,Scotland,Kevin Nisbet,,Nike Phantom Luna 2 Elite,27,180,0
8145,Midfielder,England,Kevin Nolan,,adidas Predator Elite,42,183,0
8146,Goalkeeper,France,Kévin Olimpa,,Nike Mercurial Superfly 9 Elite,36,186,0
8147,Midfielder,Ghana,Kevin Osei,,Nike Phantom GX 2 Elite,33,172,0
8148,Midfielder,United States,Kevin Paredes,VfL Wolfsburg,Nike Mercurial Vapor 15 Elite,21,175,0
8149,Forward,Italy,Kevin Piscopo,,,26,181,0
8150,Defender,-,Kévin Rimane,,adidas Predator Elite,33,181,0
8151,Defender,Portugal,Kévin Rodrigues,,adidas Nemeziz.1,30,170,0
8152,Forward,Ecuador,Kevin Rodríguez,,Nike Mercurial Vapor 15 Elite,24,190,0
8153,Defender,Switzerland,Kevin Rüegg,FC Basel 1893,Nike Phantom GT Elite,26,173,0
8154,Forward,Germany,Kevin Schade,Brentford FC,Nike Mercurial Superfly 10 Elite,22,185,0
8155,Forward,Germany,Kevin Scheidhauer,,Nike Mercurial Vapor 15 Elite,32,190,0
8156,Forward,France,Kévin Schur,Dijon FCO,,33,179,0
8157,Midfielder,Germany,Kevin Sessa,Hertha BSC,Nike Mercurial Vapor 15 Elite,24,175,0
8158,Forward,Cameroon,Kévin Soni,,,26,183,0
8159,Forward,Switzerland,Kevin Spadanuda,,Nike Mercurial Vapor 15 Elite,27,177,0
8160,Midfielder,England,Kevin Stewart,,adidas X Crazyfast Elite,30,183,0
8161,Midfielder,Austria,Kevin Stöger,Borussia Mönchengladbach,Nike Mercurial Superfly 9 Elite,31,175,0
8162,Midfielder,Netherlands,Kevin Strootman,,Nike Phantom GX 2 Elite,34,186,1
8163,Defender,France,Kévin Theophile Catherine,,Nike Tiempo Legend 10 Elite,34,183,0
8164,Defender,Martinique,Kévin Théophile-Catherine,GNK Dinamo Zagreb,adidas Copa 20.1,34,183,0
8165,Goalkeeper,Germany,Kevin Trapp,Eintracht Frankfurt,adidas Predator Elite,34,189,0
8166,Defender,Algeria,Kevin Van Den Kerkhof,FC Metz,Nike Phantom GX Elite,28,190,0
8167,Forward,Hungary,Kevin Varga,,Nike Mercurial Superfly 9 Elite,28,178,0
8168,Defender,Spain,Kevin Vázquez,Real Sporting de Gijón,Puma Future 7 Ultimate,31,175,0
8169,Defender,Germany,Kevin Vogt,1. FC Union Berlin,Nike Mercurial Vapor XIII Elite,32,194,0
8170,Forward,Germany,Kevin Volland,1. FC Union Berlin,Nike Mercurial Vapor 15 Elite,32,179,0
8171,Defender,Austria,Kevin Wimmer,,Puma Ultra Ultimate,31,187,0
8172,Midfielder,Italy,Kevin Zeroli,AC Milan,Nike Mercurial Superfly 10 Elite,19,187,0
8173,Forward,Mali,Kévin Zohi,,adidas X Crazyfast Elite,27,180,0
8174,Midfielder,Ghana,Kevin-Prince Boateng,,Puma Ultra Ultimate,37,186,0
8175,Forward,France,Keyliane Abdallah,Olympique de Marseille,,18,185,0
8176,Goalkeeper,Costa Rica,Keylor Navas,,adidas Predator Elite,37,185,0
8177,Defender,Costa Rica,Keyner Brown,,,32,187,0
8178,Defender,Costa Rica,Keysher Fuller,,Nike Mercurial Vapor 15 Elite,30,183,0
8179,Goalkeeper,Senegal,Khadim N'Diaye,,Puma Future 7 Ultimate,39,185,0
8180,Defender,Benin,Khaled Adénon,,,39,180,0
8181,Forward,Germany,Khaled Narey,,Nike Mercurial Vapor 15 Elite,30,180,0
8182,Forward,Ghana,Khalid Basit,,,28,187,0
8183,Forward,Morocco,Khalid Boutaïb,,Nike Mercurial Superfly 9 Elite,37,189,0
8184,Forward,Qatar,Khalid Muneer Mazeed,,Puma Future Ultimate,26,174,0
8185,Forward,Tunisia,Khalifa,,Nike Mercurial Superfly 9 Elite,36,183,0
8186,Defender,Tunisia,Khalil Chemmam,,,37,185,0
8187,Midfielder,Morocco,Khalil Fayad,Montpellier HSC,adidas X Crazyfast Elite LL,20,172,0
8188,Defender,Germany,Khamis Digol N'Dozangue,,,23,194,0
8189,Midfielder,Switzerland,Khelifi,,Nike Tiempo Legend 10 Elite,29,172,0
8190,Midfielder,France,Khéphren Thuram,Juventus,Nike Mercurial Vapor 16 Elite,23,192,0
8191,Midfielder,Russia,Khetag Khosonov,,,26,180,0
8192,Forward,United States,Khiry Shelton,,Nike Mercurial Superfly 9 Elite,31,191,0
8193,Midfielder,Armenia,Khoren Bayramyan,FK Rostov,Nike Phantom GX 2 Elite,32,169,0
8194,Defender,Iran,Khosro Heydari,,adidas X Crazyfast Elite,40,174,0
8195,Forward,Senegal,Khouma Babacar,,adidas X Crazyfast+,31,185,0
8196,Forward,Tajikistan,Khusrav Toirov,,,20,181,0
8197,Forward,-,Khvicha Kvaratskhelia,SSC Napoli,adidas F50 Elite LL,23,183,0
8198,Midfielder,South Korea,Ki Sung-Yueng,,Nike Phantom GX 2 Elite,35,191,0
8199,Midfielder,South Korea,Ki-hun Yeom,,,41,182,0
8200,Defender,Netherlands,Ki-Jana Hoever,AJ Auxerre,adidas Predator Elite LL,22,183,0
8201,Defender,Angola,Kialonda Gaspar,US Lecce,,26,193,0
8202,Midfielder,Netherlands,Kian Fitz-Jim,Ajax Amsterdam,Nike Mercurial Superfly 9 Elite,21,174,0
8203,Defender,Denmark,Kian Hansen,,Nike Mercurial Vapor IX,35,184,0
8204,Defender,Germany,Kianz Froese,,,26,180,0
8205,Forward,Wales,Kieffer Moore,Sheffield United,adidas Predator Elite,32,196,0
8206,Midfielder,England,Kieran Dowell,Rangers FC,Nike Mercurial Vapor 15 Elite,26,183,0
8207,Defender,England,Kieran Gibbs,,adidas Nemeziz.1,34,181,0
8208,Midfielder,England,Kieran Richardson,,adidas F50 Adizero,39,175,0
8209,Defender,Scotland,Kieran Tierney,Arsenal,adidas F50 Elite,27,180,0
8210,Defender,England,Kieran Trippier,Newcastle United,Puma Ultra 5 Ultimate,33,173,0
8211,Goalkeeper,Scotland,Kieran Wright,,adidas Copa Sense.1,25,189,0
8212,Midfielder,England,Kiernan Dewsbury-Hall,Chelsea,adidas Copa Pure 2 Elite,26,178,0
8213,Defender,Wales,Kieron Freeman,,Nike Phantom VNM Elite,32,178,0
8214,Defender,Netherlands,Kik Pierie,,Nike Mercurial Superfly 8 Elite,24,183,0
8215,Forward,Spain,Kike Barja,CA Osasuna,adidas X Crazyfast+,27,179,0
8216,Goalkeeper,Spain,Kike Cebriá,,,29,182,0
8217,Forward,Spain,Kike García,Deportivo Alavés,Puma Future 7 Ultimate,34,186,0
8218,Midfielder,Spain,Kike Pérez,Real Valladolid,Puma Future 7 Ultimate,27,184,0
8219,Defender,Spain,Kike Salas,Sevilla FC,Nike Mercurial Superfly 9 Elite,22,188,0
8220,Forward,Ecuador,Kike Saverio,,,25,178,0
8221,Forward,Spain,Kike Sola,,Nike Mercurial Superfly 9 Elite,38,184,0
8222,Defender,Mali,Kiki Kouyaté,Montpellier HSC,Puma Ultra Ultimate,27,192,0
8223,Goalkeeper,Spain,Kiko Casilla,,Nike Mercurial Superfly VII Elite,37,190,0
8224,Defender,Spain,Kiko Femenía,Villarreal CF,Puma Future 7 Ultimate,33,174,0
8225,Defender,Spain,Kiko Olivas,,Nike Phantom GT Elite,36,184,0
8226,Defender,Germany,Kilian Fischer,VfL Wolfsburg,,23,182,0
8227,Defender,Germany,Kilian Jakob,,Nike Mercurial Superfly 9 Elite,26,180,0
8228,Defender,Germany,Kilian Ludewig,,Nike Phantom GX 2 Elite,24,175,0
8229,Defender,France,Kiliann Sildillia,SC Freiburg,Puma Ultra Ultimate,22,186,0
8230,Forward,France,Killian Corredor,SV Darmstadt 98,,23,182,0
8231,Goalkeeper,France,Killian Le Roy,Thonon Évian Grand Genèv,,26,193,0
8232,Midfielder,France,Killian Sanson,,Puma Future 7 Ultimate,27,173,0
8233,Defender,Belgium,Killian Sardella,RSC Anderlecht,,22,174,0
8234,Midfielder,South Korea,Kim Bo-Kyung,,Puma Ultra 1.1,34,178,0
8235,Defender,South Korea,Kim Chang-Su,,Nike Magista Opus II Elite,38,179,0
8236,Goalkeeper,Denmark,Kim Christensen,,,45,185,0
8237,Defender,Haiti,Kim Jaggy,,,41,178,0
8238,Goalkeeper,South Korea,Kim Jin-Hyeon,,Puma Future 7 Ultimate,37,192,0
8239,Midfielder,Sweden,Kim Källström,,Nike Tiempo Legend 10 Elite,42,181,0
8240,Midfielder,South Korea,Kim Min-Woo,,Nike Magista Opus II Elite,34,172,0
8241,Goalkeeper,South Korea,Kim Seung-Gyu,,Nike Magista Opus II Elite,33,187,0
8242,Forward,South Korea,Kim Shin-Wook,,Nike Phantom VNM Elite,36,196,0
8243,Forward,South Korea,Kim Shin-Wook,,Nike Phantom VNM Elite,36,196,0
8244,Midfielder,South Korea,Kim Young Gyu,,Puma Ultra 1.1,28,168,0
8245,Defender,South Korea,Kim Young-Gwon,,Mizuno Morelia Neo IV Beta,34,184,0
8246,Defender,Germany,Kimberly Ezekwem,,Puma Future 7 Ultimate,23,187,0
8247,Forward,Italy,King Udoh,,,27,187,0
8248,Midfielder,Zambia,Kings Kangwa,,Nike Mercurial Vapor 15 Elite,25,170,0
8249,Forward,Italy,Kingsley Boateng,,adidas X Crazyfast Elite,30,174,0
8250,Forward,France,Kingsley Coman,Bayern München,Puma Ultra 5 Ultimate,28,181,0
8251,Defender,Netherlands,Kingsley Ehizibue,Udinese Calcio,adidas X Crazyfast Elite,29,189,0
8252,Midfielder,Nigeria,Kingsley Michael,,Nike Mercurial Superfly 9 Elite,25,176,0
8253,Midfielder,Ghana,Kingsley Sarfo,APOEL Nicosia,,29,166,0
8254,Midfielder,Ghana,Kingsley Schindler,,Nike Mercurial Superfly 9 Elite,31,183,0
8255,Forward,Zambia,Kingstone Mutandwa,Cagliari Calcio,,21,180,0
8256,Defender,-,Kire Ristevski,,adidas X Ghosted.1,33,188,0
8257,Midfielder,Spain,Kirian Rodríguez,UD Las Palmas,Puma Ultra 5 Ultimate,28,178,0
8258,Forward,Bulgaria,Kiril Despodov,PAOK Thessaloniki,Nike Mercurial Vapor 15 Elite,27,180,0
8259,Goalkeeper,Ukraine,Kiril Fesyun,Shakhtar Donetsk,,22,191,0
8260,Midfielder,Russia,Kirill Kravtsov,,Nike Phantom Luna 2 Elite,22,187,0
8261,Defender,Russia,Kirill Nababkin,,adidas X Speedflow.1,37,184,0
8262,Forward,Russia,Kirill Panchenko,,Nike Magista Opus II Elite,34,185,0
8263,Midfielder,South Africa,Kizito,,,35,173,0
8264,Forward,Iceland,Kjartan Finnbogason,,Nike Mercurial Vapor X Elite,38,188,0
8265,Goalkeeper,Belgium,Kjell Peersman,,Nike Mercurial Vapor 15 Elite,20,194,0
8266,Goalkeeper,Netherlands,Kjell Scherpen,SK Sturm Graz,adidas Predator Elite,24,206,0
8267,Midfielder,Germany,Kjell Wätjen,Borussia Dortmund,Puma King Ultimate,18,183,0
8268,Goalkeeper,Norway,Kjetil Haug,,Nike Phantom GX Elite,26,187,0
8269,Forward,Netherlands,Klaas-Jan Huntelaar,,Nike Phantom GX 2 Elite,41,186,0
8270,Midfielder,Albania,Klaus Gjasula,SV Darmstadt 98,adidas X Speedflow.1,34,190,0
8271,Forward,Brazil,Klauss,,adidas X Crazyfast Elite,27,190,0
8272,Midfielder,Albania,Kleandro Lleshi,,,24,189,0
8273,Goalkeeper,Slovenia,Klemen Hvalic,,,22,195,0
8274,Midfielder,France,Kléri Serber,,,26,172,0
8275,Goalkeeper,Greece,Kleton Perntreou,,,29,188,0
8276,Goalkeeper,Albania,Klidman Lilo,Panathinaikos Athens,,21,190,0
8277,Midfielder,Ukraine,Klim Prykhodko,,,24,184,0
8278,Midfielder,Zimbabwe,Knowledge Musona,,,34,177,0
8279,Defender,Japan,Ko Itakura,Borussia Mönchengladbach,Nike Tiempo Legend 10 Elite,27,188,0
8280,Midfielder,France,Koba Koindredi,Sporting CP,adidas Predator Elite,22,184,0
8281,Midfielder,England,Kobbie Mainoo,Manchester United,Nike Phantom GX 2 Elite,19,180,0
8282,Defender,Belgium,Kobe Corbanie,Royal Antwerp FC,,19,187,0
8283,Defender,United States,Kobe Hernández-Foster,,,22,172,0
8284,Goalkeeper,Belgium,Koen Casteels,,Nike Phantom VNM Elite,32,197,0
8285,Forward,Netherlands,Koen van der Biezen,,,39,193,0
8286,Defender,-,Koffi Djidji,,adidas Predator 20.1,31,184,0
8287,Defender,-,Koffi Kouao,FC Metz,Nike Mercurial Vapor 15 Elite,26,173,0
8288,Midfielder,Germany,Kofi Amoako,,,19,186,0
8289,Forward,Ghana,Kofi Kordzi,,,29,185,0
8290,Midfielder,Japan,Koji Miyoshi,VfL Bochum,,27,167,0
8291,Midfielder,Spain,Koke,Atlético de Madrid,adidas Predator Elite FT,32,176,0
8292,Goalkeeper,Spain,Koke Vegas,,Puma Future 7 Ultimate,28,188,0
8293,Forward,Iceland,Kolbeinn Sigthórsson,,Nike Tiempo Legend 10 Elite,34,185,0
8294,Defender,Côte d'Ivoire,Kolo Touré,,adidas Predator Elite,43,183,0
8295,Forward,Serbia,Komnen Andric,,adidas X Crazyfast Elite,29,189,0
8296,Defender,Ghana,Konadu Yiadom,,,24,190,0
8297,Defender,Belgium,Koni De Winter,Genoa CFC,adidas Predator Elite,22,191,0
8298,Midfielder,Poland,Konrad  Michalak,,,26,174,0
8299,Forward,United States,Konrad de la Fuente,,adidas X Crazyfast Elite LL,23,176,0
8300,Goalkeeper,Poland,Konrad Jalocha,,,33,201,0
8301,Midfielder,Austria,Konrad Laimer,Bayern München,adidas Predator Elite,27,180,0
8302,Forward,Russia,Konstantin Bazelyuk,,Nike Mercurial Vapor 15 Elite,31,187,0
8303,Defender,Germany,Konstantin Engel,,Nike Tiempo Legend 10 Elite,36,178,0
8304,Goalkeeper,Germany,Konstantin Fuhry,,adidas Predator Elite,30,189,0
8305,Midfielder,Austria,Konstantin Kerschbaumer,,,32,180,0
8306,Midfielder,Russia,Konstantin Kuchaev,FK Rostov,Nike Mercurial Vapor 15 Elite,26,178,0
8307,Defender,Russia,Konstantin Pliev,,,27,185,0
8308,Defender,Russia,Konstantin Rausch,,Nike Mercurial Vapor 15 Elite,34,181,0
8309,Defender,Greece,Konstantinos Apostolakis,,,25,182,0
8310,Goalkeeper,Greece,Konstantinos Balomenos,PAOK Thessaloniki,Nike Mercurial Vapor 14 Elite,22,187,0
8311,Defender,Greece,Konstantinos Chrysopoulos,,Puma Future 7 Ultimate,21,193,0
8312,Defender,Greece,Konstantinos Dimitriou,,,25,186,0
8313,Midfielder,Greece,Konstantinos Fortounis,,adidas Copa Pure 2 Elite,31,183,0
8314,Midfielder,Greece,Konstantinos Galanopoulos,AEK Athens,adidas X Crazyfast+,26,172,0
8315,Defender,Greece,Konstantinos Giannoulis,,Nike Mercurial Vapor IX,36,183,0
8316,Midfielder,Greece,Konstantinos Korelas,,,24,175,0
8317,Defender,Greece,Konstantinos Koulierakis,VfL Wolfsburg,adidas X Crazyfast Elite,20,188,0
8318,Defender,Greece,Konstantinos Manolas,,Nike Mercurial Vapor XI Elite,33,185,0
8319,Defender,Greece,Konstantinos Mavropanos,West Ham United,Nike Mercurial Vapor 16 Elite,26,194,0
8320,Forward,Greece,Konstantinos Mitroglou,,adidas Copa Sense.1,36,188,0
8321,Defender,Greece,Konstantinos Panagou,,,26,175,0
8322,Midfielder,Greece,Konstantinos Plegas,,,27,180,0
8323,Midfielder,Greece,Konstantinos Roukounakis,,adidas Copa Sense+,23,183,0
8324,Defender,Greece,Konstantinos Stafylidis,,Nike Tiempo Legend 9 Elite,30,178,0
8325,Defender,Greece,Konstantinos Stamoulis,,,23,173,0
8326,Midfielder,Greece,Konstantinos Thymianis,PAOK Thessaloniki,,23,186,0
8327,Defender,Greece,Konstantinos Tsimikas,Liverpool,adidas F50 Elite LL,28,179,0
8328,Goalkeeper,Greece,Konstantinos Tzolakis,Olympiacos Piraeus,adidas Copa Pure 2 Elite KT,21,193,0
8329,Goalkeeper,Greece,Konstantinos Vasilevski,,,27,192,0
